Category,Name,Phone_1,Phone_2,Phone_3,Email,Location,Area,Governorate,Country,About,Website,Fax,URL,Facebook,Instagram,LinkedIn,Twitter,YouTube
accomodation,Renad Al Khobar For Hotel Suites,+966 138997447,,,,"Al Thuqbah, Al Khobar, Al Thuqbah, Al Khobar, Eastern Province, Saudi Arabia",Al Thuqbah,Eastern Province,Saudi Arabia,Renad Al Khobar For Hotel Suites,,,https://arablocal.com/business/view/renad-al-khobar-for-hotel-suites,,,,,
accessory,Bakr Barnawi Trading Est,,,,,"P.O. Box: 32706 , Jeddah, Makkah Province, Saudi Arabia",P.O. Box: 32706,Makkah Province,Saudi Arabia,"BAKR BARNAWI TRADING EST. is located in Jeddah, Saudi Arabia. Company is working in Clothing and Accessories, Kids, Baby Clothing, Kids Clothing business activities.",,,https://arablocal.com/business/view/bakr-barnawi-trading-est,,,,,
accomodation,Liyan For Hotel suites,+966 138971010,,,,"Khobar, Al Khobar, Khobar, Al Khobar, Eastern Province, Saudi Arabia",Khobar,Eastern Province,Saudi Arabia,Liyan For Hotel suites,,,https://arablocal.com/business/view/liyan-for-hotel-suites,,,,,
accomodation,Dar Wagan Hotel Suites,+966 163831554,,,,"Osman Ibn Afan Street, Buraida, Qassim, Buraida, Qassim, Qassim Province, Saudi Arabia",Osman Ibn Afan Street,Qassim Province,Saudi Arabia,Dar Wagan Hotel Suites,,,https://arablocal.com/business/view/dar-wagan-hotel-suites,,,,,
accessory,Bajas Hamood Ahmed Est,+966 6493040,,,,"P.O. Box: 16466 , Jeddah, Makkah Province, Saudi Arabia",P.O. Box: 16466,Makkah Province,Saudi Arabia,"BAJAS HAMOOD AHMED EST. is located in Jeddah, Saudi Arabia. Company is working in Kids, Baby Clothing, Kids Clothing business activities.",,,https://arablocal.com/business/view/bajas-hamood-ahmed-est,,,,,
accessory,Baabdulla Trading Est,+966 6478005,,,,"P.O. Box: 18028 , Jeddah, Makkah Province, Saudi Arabia",P.O. Box: 18028,Makkah Province,Saudi Arabia,"BA-ABDULLA TRADG.EST. is located in Jeddah, Saudi Arabia. Company is working in Kids, Baby Clothing, Kids Clothing business activities.",,,https://arablocal.com/business/view/baabdulla-trading-est,,,,,
accomodation,Al Qaswaa For Furnished Suites,+966 148490066,,,,"Al Hijra Al Nazel Road, Hijrah Dist., Al Madinah Al Munawarah, Hijrah Dist., Al Madinah Al Munawarah, Madinah Province, Saudi Arabia",Al Hijra Al Nazel Road,Madinah Province,Saudi Arabia,Al Qaswaa For Furnished Suites,,,https://arablocal.com/business/view/al-qaswaa-for-furnished-suites,,,,,
accomodation,NeawaraAlshatie Hotel Suites,+966 114701506,,,,"Ulaya Dist., Riyadh, Ulaya Dist., Riyadh, Riyadh Province, Saudi Arabia",Ulaya Dist.,Riyadh Province,Saudi Arabia,NeawaraAlshatie Hotel Suites,,,https://arablocal.com/business/view/neawaraalshatie-hotel-suites,,,,,
accessory,Bait Alosrah Trading And Contracting Est,+966 6935519,,,,"P.O. Box: 18804 , Jeddah, Makkah Province, Saudi Arabia",P.O. Box: 18804,Makkah Province,Saudi Arabia,"BAIT AL-OSRAH TRADING AND CONTRACTING EST. is located in Jeddah, Saudi Arabia. Company is working in Kids, Baby Clothing, Kids Clothing business activities.",,,https://arablocal.com/business/view/bait-alosrah-trading-and-contracting-est,,,,,
accomodation,Rwaq Hotel Suites King Abdullah Road Riyadh,+966 556844853,+966 112250555,,,"Exit 10, King Abdullah Road, Riyadh, King Abdullah Road, Riyadh, Riyadh Province, Saudi Arabia",Exit 10,Riyadh Province,Saudi Arabia,Rwaq Hotel Suites King Abdullah Road Riyadh,,,https://arablocal.com/business/view/rwaq-hotel-suites-king-abdullah-road-riyadh,,,,,
accessory,Awatef Hassan Saeed Est,+966 6393029,,,,"P.O. Box: 100115 , Jeddah, Makkah Province, Saudi Arabia",P.O. Box: 100115,Makkah Province,Saudi Arabia,"AWATEF HASSAN SAEED EST. is located in Jeddah, Saudi Arabia. Company is working in Kids, Baby Clothing, Kids Clothing business activities.",,,https://arablocal.com/business/view/awatef-hassan-saeed-est,,,,,
accomodation,Buotat Al Madina for Hotel Suites,+966 148696205,,,,"Second Ring Road, Balad, Al Madinah Al Munawarah, Balad, Al Madinah Al Munawarah, Madinah Province, Saudi Arabia",Second Ring Road,Madinah Province,Saudi Arabia,Buotat Al Madina for Hotel Suites,,,https://arablocal.com/business/view/buotat-al-madina-for-hotel-suites,,,,,
accomodation,Oriental Suite For Hotel Suites,+966 138944544,,,,"Khobar, Al Khobar, Khobar, Al Khobar, Eastern Province, Saudi Arabia",Khobar,Eastern Province,Saudi Arabia,Oriental Suite For Hotel Suites,,,https://arablocal.com/business/view/oriental-suite-for-hotel-suites,,,,,
accomodation,Anabah Furnished Res.Units,+966 138933772,,,,"street 3, Al Aqrabiyah Dist, Al Khobar, Al Aqrabiyah Dist, Al Khobar, Eastern Province, Saudi Arabia",street 3,Eastern Province,Saudi Arabia,Anabah Furnished Res.Units,,,https://arablocal.com/business/view/anabah-furnished-res-units,,,,,
accomodation,Bayetak Al Zahi Furnished Apartments Hotel,+966 122870639,,,,"Beni Malek Dist., Jeddah, Beni Malek Dist., Jeddah, Makkah Province, Saudi Arabia",Beni Malek Dist.,Makkah Province,Saudi Arabia,Bayetak Al Zahi Furnished Apartments Hotel,,,https://arablocal.com/business/view/bayetak-al-zahi-furnished-apartments-hotel,,,,,
accessory,Awad Dakhil Saljahni Trading Establishment,+966 6207908,,,,"P.O. Box: 11217 , Jeddah, Makkah Province, Saudi Arabia",P.O. Box: 11217,Makkah Province,Saudi Arabia,"AWAD DAKHIL S.AL-JAHNI TRADING ESTABLISHMENT. is located in Jeddah, Saudi Arabia. Company is working in Clothing and Accessories, Kids, Baby Clothing, Kids Clothing business activities.",,,https://arablocal.com/business/view/awad-dakhil-saljahni-trading-establishment,,,,,
accessory,Areej Muhammad Sinnari Trading Est,+966 6613254,,,,"P.O. Box: 1038 , Jeddah, Makkah Province, Saudi Arabia",P.O. Box: 1038,Makkah Province,Saudi Arabia,"AREEJ MUHAMMAD SINNARI TRADING EST. is located in Jeddah, Saudi Arabia. Company is working in Clothing and Accessories, Kids, Baby Clothing, Kids Clothing business activities.",,,https://arablocal.com/business/view/areej-muhammad-sinnari-trading-est,,,,,
accessory,Asaas Alwafaa Est,+966 6483440,,,,"P.O. Box: 23592 , Jeddah, Makkah Province, Saudi Arabia",P.O. Box: 23592,Makkah Province,Saudi Arabia,"ASAAS AL-WAFAA EST. is located in Jeddah, Saudi Arabia. Company is working in Clothing and Accessories, Kids, Baby Clothing, Kids Clothing business activities.",,,https://arablocal.com/business/view/asaas-alwafaa-est,,,,,
accomodation,Bisan Palace Hotel Suites,+966 172309090,,,,"Abha City, Abha, Abha City, Abha, Asir Province, Saudi Arabia",Abha City,Asir Province,Saudi Arabia,Bisan Palace Hotel Suites,,,https://arablocal.com/business/view/bisan-palace-hotel-suites,,,,,
accomodation,Saudi Plaza Hotel Suites,+966 138997444,,,,"Khobar, Al Khobar, Khobar, Al Khobar, Eastern Province, Saudi Arabia",Khobar,Eastern Province,Saudi Arabia,Saudi Plaza Hotel Suites,,,https://arablocal.com/business/view/saudi-plaza-hotel-suites,,,,,
accomodation,Romance For Hotel Suites,+966 138645632,,,,"Khobar, Al Khobar, Khobar, Al Khobar, Eastern Province, Saudi Arabia",Khobar,Eastern Province,Saudi Arabia,Romance For Hotel Suites,,,https://arablocal.com/business/view/romance-for-hotel-suites,,,,,
accessory,Alwan Yaseen Bashir Trading Est,+966 26371154,,,,"Po Box 11804 21463 , Jeddah, Makkah Province, Saudi Arabia",Po Box 11804 21463,Makkah Province,Saudi Arabia,"ALWAN YASEEN BASHIR is located in Jeddah, Saudi Arabia. Company is working in Kids business activities.",,,https://arablocal.com/business/view/alwan-yaseen-bashir-trading-est,,,,,
accessory,Aminah Mohamed Rabeea Est,+966 6477181,,,,"Jeddah, Makkah Province, Saudi Arabia",Jeddah,Makkah Province,Saudi Arabia,"AMINAH MOHAMED RABEEA EST. is located in Jeddah, Saudi Arabia. Company is working in Clothing and Accessories, Kids, Baby Clothing, Kids Clothing business activities.",,,https://arablocal.com/business/view/aminah-mohamed-rabeea-est,,,,,
accessory,Amar Yousuf Naghey Trading Est,+966 6630000,,,,"P.O. Box: 1400 , Jeddah, Makkah Province, Saudi Arabia",P.O. Box: 1400,Makkah Province,Saudi Arabia,"AMAR YOUSUF NAGHEY TRADING EST. is located in Jeddah, Saudi Arabia. Company is working in Kids, Baby Clothing, Kids Clothing business activities.",,,https://arablocal.com/business/view/amar-yousuf-naghey-trading-est,,,,,
accessory,Alyanboo Trading Est,+966 6433119,,,,"P.O. Box: 17119 , Jeddah, Makkah Province, Saudi Arabia",P.O. Box: 17119,Makkah Province,Saudi Arabia,"AL-YANBOO TRADING EST. is located in Jeddah, Saudi Arabia. Company is working in Clothing and Accessories, Kids, Baby Clothing, Kids Clothing business activities.",,,https://arablocal.com/business/view/alyanboo-trading-est,,,,,
accomodation,Best Western Plus,+966 114990050,,,,"Exit 12 Airport Road, East Ring Road, Riyadh, East Ring Road, Riyadh, Riyadh Province, Saudi Arabia",Exit 12 Airport Road,Riyadh Province,Saudi Arabia,Best Western Plus,,,https://arablocal.com/business/view/best-western-plus,,,,,
accessory,Altaaawon Cooperation Importing Co,+966 6434643,,,,"P.O. Box: 314 , Jeddah, Makkah Province, Saudi Arabia",P.O. Box: 314,Makkah Province,Saudi Arabia,"AL-TAAAWON (COOPERATION) IMPORTING CO. is located in Jeddah, Saudi Arabia. Company is working in Kids, Baby Clothing, Kids Clothing business activities.",,,https://arablocal.com/business/view/altaaawon-cooperation-importing-co,,,,,
accessory,Alrowad Commercical Center,+966 6829687,,,,"P.O. Box: 7264 , Jeddah, Makkah Province, Saudi Arabia",P.O. Box: 7264,Makkah Province,Saudi Arabia,"AL-ROWAD COMMERCICAL CENTER. is located in Jeddah, Saudi Arabia. Company is working in Kids, Baby Clothing, Kids Clothing business activities.",,,https://arablocal.com/business/view/alrowad-commercical-center,,,,,
accomodation,Al Mokri Est. Trading Contracting,+966 126404062,,,,"Sulaimaniyah Dist., Jeddah, Sulaimaniyah Dist., Jeddah, Makkah Province, Saudi Arabia",Sulaimaniyah Dist.,Makkah Province,Saudi Arabia,Al Mokri Est. Trading Contracting,,,https://arablocal.com/business/view/al-mokri-est-trading-contracting,,,,,
accessory,Alrimal Albahriyyah Sea Sands Mtrading And Marketing Est,+966 2800260,,,,"P.O. Box: 13450 , Jeddah, Makkah Province, Saudi Arabia",P.O. Box: 13450,Makkah Province,Saudi Arabia,"AL-RIMAL AL-BAHRIYYAH (SEA SANDS ) MTRADING AND MARKETING EST. is located in Jeddah, Saudi Arabia. Company is working in Kids, Baby Clothing, Kids Clothing business activities.",,,https://arablocal.com/business/view/alrimal-albahriyyah-sea-sands--mtrading-and-marketing-est,,,,,
accomodation,Al Najya Hotel Apartments,+966 138944430,,,,"Cross 10, Prince Majed Bin Abdulaziz Street, Al Khobar, Prince Majed Bin Abdulaziz Street, Al Khobar, Eastern Province, Saudi Arabia",Cross 10,Eastern Province,Saudi Arabia,Al Najya Hotel Apartments,,,https://arablocal.com/business/view/al-najya-hotel-apartments,,,,,
accomodation,Al Thuraya Tower For Hotel Suites,+966 138460656,,,,"Al Rowadh Dist., Dammam, Al Rowadh Dist., Dammam, Eastern Province, Saudi Arabia",Al Rowadh Dist.,Eastern Province,Saudi Arabia,Al Thuraya Tower For Hotel Suites,,,https://arablocal.com/business/view/al-thuraya-tower-for-hotel-suites,,,,,
accomodation,Al Yamama Palace Hotel Suites Group,+966 112381616,,,,"Al Naseem Dist., Riyadh, Al Naseem Dist., Riyadh, Riyadh Province, Saudi Arabia",Al Naseem Dist.,Riyadh Province,Saudi Arabia,Al Yamama Palace Hotel Suites Group,,,https://arablocal.com/business/view/al-yamama-palace-hotel-suites-group,,,,,
accomodation,Al Saher Furnished Hotel Suites,+966 126777771,,,,"Safa Dist., Jeddah, Safa Dist., Jeddah, Makkah Province, Saudi Arabia",Safa Dist.,Makkah Province,Saudi Arabia,Al Saher Furnished Hotel Suites,,,https://arablocal.com/business/view/al-saher-furnished-hotel-suites,,,,,
accomodation,Al Romanciah For Hotel Suites,+966 138895625,,,,"Al Thuqbah, Al Khobar, Al Thuqbah, Al Khobar, Eastern Province, Saudi Arabia",Al Thuqbah,Eastern Province,Saudi Arabia,Al Romanciah For Hotel Suites,,,https://arablocal.com/business/view/al-romanciah-for-hotel-suites,,,,,
accessory,Alreem For Fashion,+966 6081191,,,,"P.O. Box: 3865 , Jeddah, Makkah Province, Saudi Arabia",P.O. Box: 3865,Makkah Province,Saudi Arabia,"AL-REEM FOR FASHION is located in Jeddah, Saudi Arabia. Company is working in Kids, Baby Clothing, Kids Clothing business activities.",,,https://arablocal.com/business/view/alreem-for-fashion,,,,,
accessory,Alqahtani Furnishings,+966 15483949,,,,"Riyadh City, Riyadh, Riyadh Province, Saudi Arabia",Riyadh City,Riyadh Province,Saudi Arabia,"ALQAHTANI FURNISHINGS is located in Riyadh, Saudi Arabia. Company is working in Kids, Baby Clothing, Kids Clothing business activities.",,,https://arablocal.com/business/view/alqahtani-furnishings,,,,,
accessory,Ali M Ali Alfaqeeh Banafeyi Trading Est,+966 6274243,,,,"P.O. Box: 104290 , Jeddah, Makkah Province, Saudi Arabia",P.O. Box: 104290,Makkah Province,Saudi Arabia,"ALI M. ALI AL-FAQEEH BA-NAFEYI TRADING EST. is located in Jeddah, Saudi Arabia. Company is working in Clothing and Accessories, Kids, Baby Clothing, Kids Clothing business activities.",,,https://arablocal.com/business/view/ali-m-ali-alfaqeeh-banafeyi-trading-est,,,,,
accessory,Ali Mohamed Jamale Trading Est,+966 6337827,,,,"P.O. Box: 8303 , Jeddah, Makkah Province, Saudi Arabia",P.O. Box: 8303,Makkah Province,Saudi Arabia,"ALI MOHAMED JAMALE TRADING EST is located in Jeddah, Saudi Arabia. Company is working in Clothing and Accessories, Kids, Baby Clothing, Kids Clothing business activities.",,,https://arablocal.com/business/view/ali-mohamed-jamale-trading-est,,,,,
accessory,Ali Hassen Bathahf Est,+966 6428915,,,,"P.O. Box: 4265 , Jeddah, Makkah Province, Saudi Arabia",P.O. Box: 4265,Makkah Province,Saudi Arabia,"ALI HASSEN BATHAHF EST. . is located in Jeddah, Saudi Arabia. Company is working in Kids, Baby Clothing, Kids Clothing business activities.",,,https://arablocal.com/business/view/ali-hassen-bathahf-est--------------------------,,,,,
accessory,Almunajazoon Est For Marketing,+966 14761379,,,,"Riyadh City, Riyadh, Riyadh Province, Saudi Arabia",Riyadh City,Riyadh Province,Saudi Arabia,"ALMUNAJAZOON EST FOR MARKETING is located in Riyadh, Saudi Arabia. Company is working in Kids, Baby Clothing, Kids Clothing business activities.",,,https://arablocal.com/business/view/almunajazoon-est-for-marketing,,,,,
accessory,Ali Muhammad Hashimi Trading Est,+966 2573146,,,,"P.O. Box: 102488 , Jeddah, Makkah Province, Saudi Arabia",P.O. Box: 102488,Makkah Province,Saudi Arabia,"ALI MUHAMMAD HASHIMI TRADING EST. is located in Jeddah, Saudi Arabia. Company is working in Clothing and Accessories, Kids, Baby Clothing, Kids Clothing business activities.",,,https://arablocal.com/business/view/ali-muhammad-hashimi-trading-est,,,,,
accessory,Almashaleh Alraqiah Est Branch,+966 6600007,,,,"P.O. Box: 50954 , Jeddah, Makkah Province, Saudi Arabia",P.O. Box: 50954,Makkah Province,Saudi Arabia,"AL-MASHALEH AL-RAQIAH EST.(BRANCH). is located in Jeddah, Saudi Arabia. Company is working in Clothing and Accessories, Kids, Baby Clothing, Kids Clothing business activities.",,,https://arablocal.com/business/view/almashaleh-alraqiah-est-branch,,,,,
accessory,Alhusniah Trading Est,+966 6519818,,,,"P.O. Box: 15053 , Jeddah, Makkah Province, Saudi Arabia",P.O. Box: 15053,Makkah Province,Saudi Arabia,"AL-HUSNIAH TRADING EST. is located in Jeddah, Saudi Arabia. Company is working in Kids, Baby Clothing, Kids Clothing business activities.",,,https://arablocal.com/business/view/alhusniah-trading-est,,,,,
accessory,Alhatary For Trading Est,+966 6471831,,,,"P.O. Box: 627 , Jeddah, Makkah Province, Saudi Arabia",P.O. Box: 627,Makkah Province,Saudi Arabia,"AL-HATARY.FOR TRADING EST. is located in Jeddah, Saudi Arabia. Company is working in Clothing and Accessories, Kids, Baby Clothing, Kids Clothing business activities.",,,https://arablocal.com/business/view/alhatary-for-trading-est,,,,,
advertising-&-marketing-services,Ba Maane Trading Co Ltd,+966 6023479,,,,"P.O. Box: 17563 , Jeddah, Makkah Province, Saudi Arabia",P.O. Box: 17563,Makkah Province,Saudi Arabia,"BA MAANE TRADING CO. LTD. is located in Jeddah, Saudi Arabia. Company is working in Advertising business activities.",,,https://arablocal.com/business/view/ba-maane-trading-co-ltd,,,,,
accomodation,Dyafah Al Saati Ulaya Al Khobar,+966 138956685,,,,"Ulaya Dist., Al Khobar, Ulaya Dist., Al Khobar, Eastern Province, Saudi Arabia",Ulaya Dist.,Eastern Province,Saudi Arabia,Dyafah Al Saati Ulaya Al Khobar,,,https://arablocal.com/business/view/dyafah-al-saati-ulaya-al-khobar,,,,,
advertising-&-marketing-services,Azher Information Technology Group,+966 2752783,,,,"P.O.Box No : 50055 21523 , Jeddah, Makkah Province, Saudi Arabia",P.O.Box No : 50055 21523,Makkah Province,Saudi Arabia,"AZHER INFORMATION TECHNOLOGY GROUP is located in Jeddah, Saudi Arabia. Company is working in Advertising, Magazine Publishing business activities. If you have any questions, please contact us",,,https://arablocal.com/business/view/azher-information-technology-group,,,,,
accomodation,Durat Almalaz Hotel Suites,+966 112917300,,,,"Malaz Dist., Riyadh, Malaz Dist., Riyadh, Riyadh Province, Saudi Arabia",Malaz Dist.,Riyadh Province,Saudi Arabia,Durat Almalaz Hotel Suites,,,https://arablocal.com/business/view/durat-almalaz-hotel-suites,,,,,
advertising-&-marketing-services,Azad Mohamed Quds Trading Est,+966 6972556,,,,"P.O. Box: 19798 , Jeddah, Makkah Province, Saudi Arabia",P.O. Box: 19798,Makkah Province,Saudi Arabia,"AZAD MOHAMED QUDS TRADING EST. is located in Jeddah, Saudi Arabia. Company is working in Market Research, Data Collection business activities.",,,https://arablocal.com/business/view/azad-mohamed-quds-trading-est,,,,,
accomodation,Al Sahab For Hotel Suites,+966 138975054,,,,"Jawhrah Dist., Al Khobar, Jawhrah Dist., Al Khobar, Eastern Province, Saudi Arabia",Jawhrah Dist.,Eastern Province,Saudi Arabia,Al Sahab For Hotel Suites,,,https://arablocal.com/business/view/al-sahab-for-hotel-suites,,,,,
advertising-&-marketing-services,Automatic Technology Est,+966 6456000,,,,"P.O. Box: 34064 , Jeddah, Makkah Province, Saudi Arabia",P.O. Box: 34064,Makkah Province,Saudi Arabia,"AUTOMATIC TECHNOLOGY EST. is located in Jeddah, Saudi Arabia. Company is working in Market Research, Data Collection business activities.",,,https://arablocal.com/business/view/automatic-technology-est,,,,,
accomodation,Dyafah Al Saati Jawhrah Al Khobar,+966 138975511,,,,"Jawhrah Dist., Al Khobar, Jawhrah Dist., Al Khobar, Eastern Province, Saudi Arabia",Jawhrah Dist.,Eastern Province,Saudi Arabia,Dyafah Al Saati Jawhrah Al Khobar,,,https://arablocal.com/business/view/dyafah-al-saati-jawhrah-al-khobar,,,,,
accomodation,Athens for Hotel Suites,+966 126775511,,,,"Shakereen St., Safa Dist., Jeddah, Safa Dist., Jeddah, Makkah Province, Saudi Arabia",Shakereen St.,Makkah Province,Saudi Arabia,Athens for Hotel Suites,,,https://arablocal.com/business/view/athens-for-hotel-suites,,,,,
