Category,Name,Phone_1,Phone_2,Phone_3,Email,Location,Area,Country,About,Website,Rating,Views,Fax,URL,Facebook,Instagram,LinkedIn,Twitter,YouTube
"apparel-wholesale-dealers,distributors-and-manufacturers",Dima Al Khaleej Co LLC,+968 25542428,,,dimaalkhaleej@gmail.com,Al Shariya - Near Old Hospital Sur -,Sur,Oman,Dima Al Khaleej Co LLC,,0,1772,,https://oman.arablocal.com/business/view/dima-al-khaleej-co-llc,,,,,
"apparel-wholesale-dealers,distributors-and-manufacturers",Al Abadi Trade Co,+968 25419289,,,,Bahla -,Bahla,Oman,Al Abadi Trade Co,,0,1755,,https://oman.arablocal.com/business/view/al-abadi-trade-co,,,,,
"apparel-wholesale-dealers,distributors-and-manufacturers",Dar Al Rayan Global,+968 24121331,,,batros012@yahoo.com,North Al Ghubra Al Gubra -,Azaiba,Oman,Dar Al Rayan Global,,0,1681,,https://oman.arablocal.com/business/view/dar-al-rayan-global,,,,,
"apparel-wholesale-dealers,distributors-and-manufacturers",Abu Al Nabilen Trade,+968 24712830,,,,Suq Muttrah Al Kubra -,Muscat,Oman,Abu Al Nabilen Trade,,0,1721,,https://oman.arablocal.com/business/view/abu-al-nabilen-trade,,,,,
"apparel-wholesale-dealers,distributors-and-manufacturers",Abdullah Bin Khuseb Al Sarmi Trade And Cont,+968 25351450,,,,Al Madra Samail -,Samail,Oman,Abdullah Bin Khuseb Al Sarmi Trade And Cont,,0,1588,,https://oman.arablocal.com/business/view/abdullah-bin-khuseb-al-sarmi-trade-and-cont,,,,,
"apparel-wholesale-dealers,distributors-and-manufacturers",Sama Al Suwaiq Trade Co LLC,+968 26862555,,,sama_alsuwaiq@yahoo.com,Al Suwaiq -,Al Suwaiq,Oman,Sama Al Suwaiq Trade Co LLC,,0,1679,,https://oman.arablocal.com/business/view/sama-al-suwaiq-trade-co-llc,,,,,
"apparel-wholesale-dealers,distributors-and-manufacturers",Dar Al Nafaes Trading,+968 23296966,,,daralnafaes@yahoo.com,Salalah - Al Gharbia Dhofar -,Salalah,Oman,Dar Al Nafaes Trading,,0,1613,,https://oman.arablocal.com/business/view/dar-al-nafaes-trading,,,,,
"apparel-wholesale-dealers,distributors-and-manufacturers",Al Afifa Shopping Center LLC,+968 26842010,,,,AL Suq Sohar -,Sohar,Oman,Al Afifa Shopping Center LLC,,0,1571,,https://oman.arablocal.com/business/view/al-afifa-shopping-center-llc,,,,,
"apparel-wholesale-dealers,distributors-and-manufacturers",Ahmed Humaid Yousin Al Jabri,+968 24781711,,,ahyjabri@omantel.net.om,Ruwi - Near Ok Center Ruwi -,Al Hamriyah,Oman,Ahmed Humaid Yousin Al Jabri,,0,1559,,https://oman.arablocal.com/business/view/ahmed-humaid-yousin-al-jabri,,,,,
aviation,arablocal.com | 520: Web server is returning an unknown error,,,,,,,Oman,,,,,,https://oman.arablocal.com/business/view/ethiopian-airlines,,,,,
aviation,arablocal.com | 520: Web server is returning an unknown error,,,,,,,Oman,,,,,,https://oman.arablocal.com/business/view/air-india,,,,,
aviation,arablocal.com | 520: Web server is returning an unknown error,,,,,,,Oman,,,,,,https://oman.arablocal.com/business/view/national-travel-and-tourism,,,,,
events,Oasis Nile Modern LLC,+968 24170300,,,info@studiomediaproduction.com,Al Khoudh -,Ruwi,Oman,Oasis Nile Modern LLC,http://www.studiomediaproduction.com,0,810,,https://oman.arablocal.com/business/view/oasis-nile-modern-llc,,,,,
"apparel-wholesale-dealers,distributors-and-manufacturers",arablocal.com | 520: Web server is returning an unknown error,,,,,,,Oman,,,,,,https://oman.arablocal.com/business/view/stability-co-llc,,,,,
"apparel-wholesale-dealers,distributors-and-manufacturers",Ahmed Ali Mawaidh Khuwar And Partners Trading,+968 23293523,,,,Salalah Dhofar -,Salalah,Oman,Ahmed Ali Mawaidh Khuwar And Partners Trading,,0,1202,,https://oman.arablocal.com/business/view/ahmed-ali-mawaidh-khuwar-and-partners-trading,,,,,
"apparel-wholesale-dealers,distributors-and-manufacturers",Gulf Flower Globle Trading,+968 23288787,,,,Salalah Dhofar -,Al Dahareez,Oman,Gulf Flower Globle Trading,,0,1192,,https://oman.arablocal.com/business/view/gulf-flower-globle-trading,,,,,
"apparel-wholesale-dealers,distributors-and-manufacturers",arablocal.com | 520: Web server is returning an unknown error,,,,,,,Oman,,,,,,https://oman.arablocal.com/business/view/world-gifts-distinct-llc,,,,,
"apparel-wholesale-dealers,distributors-and-manufacturers",arablocal.com | 520: Web server is returning an unknown error,,,,,,,Oman,,,,,,https://oman.arablocal.com/business/view/al-mamari-international-llc,,,,,
"apparel-wholesale-dealers,distributors-and-manufacturers",Salalah Trading,+968 24714244,,,,Muttrah Market Muttrah Al Kubra -,Muscat,Oman,Salalah Trading,,0,1122,,https://oman.arablocal.com/business/view/salalah-trading,,,,,
"apparel-wholesale-dealers,distributors-and-manufacturers",arablocal.com | 520: Web server is returning an unknown error,,,,,,,Oman,,,,,,https://oman.arablocal.com/business/view/nasser-bin-salem-bin-saif-al-zedi-trade,,,,,
"apparel-wholesale-dealers,distributors-and-manufacturers",arablocal.com | 520: Web server is returning an unknown error,,,,,,,Oman,,,,,,https://oman.arablocal.com/business/view/remah-barka-al-wataniya,,,,,
"apparel-wholesale-dealers,distributors-and-manufacturers",Al Zari Int LLC,+968 25553925,,,alisaleh@zubairitrading.com,Suq Sur -,Jaalan Bani Bu Ali,Oman,Al Zari Int LLC,,,1078,,https://oman.arablocal.com/business/view/al-zari-int-llc,,,,,
"apparel-wholesale-dealers,distributors-and-manufacturers",Manart Al Husen Trading,+968 24828450,,,y9339@hotmail.com,CBD Area Ruwi -,Muscat,Oman,Manart Al Husen Trading,,0,1127,,https://oman.arablocal.com/business/view/manart-al-husen-trading,,,,,
"apparel-wholesale-dealers,distributors-and-manufacturers",Khalid Bin Salem Al Alawi And Partner Co,+968 25545755,,,,Al Aigha Sur -,Sur,Oman,Khalid Bin Salem Al Alawi And Partner Co,,0,1048,,https://oman.arablocal.com/business/view/khalid-bin-salem-al-alawi-and-partner-co,,,,,
"apparel-wholesale-dealers,distributors-and-manufacturers",arablocal.com | 520: Web server is returning an unknown error,,,,,,,Oman,,,,,,https://oman.arablocal.com/business/view/rand-trading-ent,,,,,
"apparel-wholesale-dealers,distributors-and-manufacturers",Hamed Bin Nasser Bin Rashed Al Kiyumi,+968 26708708,,,,Suq Al Bidaya Al Bidaya -,Bidaya,Oman,Hamed Bin Nasser Bin Rashed Al Kiyumi,,0,1032,,https://oman.arablocal.com/business/view/hamed-bin-nasser-bin-rashed-al-kiyumi,,,,,
"apparel-wholesale-dealers,distributors-and-manufacturers",arablocal.com | 520: Web server is returning an unknown error,,,,,,,Oman,,,,,,https://oman.arablocal.com/business/view/al-khaloud-land-trading,,,,,
"apparel-wholesale-dealers,distributors-and-manufacturers",arablocal.com | 520: Web server is returning an unknown error,,,,,,,Oman,,,,,,https://oman.arablocal.com/business/view/modern-elite-shops-llc,,,,,
"apparel-wholesale-dealers,distributors-and-manufacturers",arablocal.com | 520: Web server is returning an unknown error,,,,,,,Oman,,,,,,https://oman.arablocal.com/business/view/salim-mubarak-faraj-kofan-trading-and-contracting,,,,,
"apparel-wholesale-dealers,distributors-and-manufacturers",Al Mamar Bald And Cont LLC,+968 24798931,,,,Ruwi -,Ruwi,Oman,Al Mamar Bald And Cont LLC,,0,1013,,https://oman.arablocal.com/business/view/al-mamar-bald-and-cont-llc,,,,,
"apparel-wholesale-dealers,distributors-and-manufacturers",arablocal.com | 520: Web server is returning an unknown error,,,,,,,Oman,,,,,,https://oman.arablocal.com/business/view/surooh-nizwa-al-shamilah-llc,,,,,
"apparel-wholesale-dealers,distributors-and-manufacturers",Rabove Al Masfia Trading,+968 24542523,,,bahgat2013@outlook.com,Ruwi - Oppo Ruwi Police Station -,Sur,Oman,Rabove Al Masfia Trading,,,973,,https://oman.arablocal.com/business/view/rabove-al-masfia-trading,,,,,
"apparel-wholesale-dealers,distributors-and-manufacturers",Saleh Bin Ahmed Bin Said Al Touki Ent,+968 25578156,,,,Al Mudhaibi Al Mudhaibi -,Al Mudhaibi,Oman,Saleh Bin Ahmed Bin Said Al Touki Ent,,0,967,,https://oman.arablocal.com/business/view/saleh-bin-ahmed-bin-said-al-touki-ent,,,,,
"apparel-wholesale-dealers,distributors-and-manufacturers",arablocal.com | 520: Web server is returning an unknown error,,,,,,,Oman,,,,,,https://oman.arablocal.com/business/view/rashid-nasser-al-adwani-trade,,,,,
"apparel-wholesale-dealers,distributors-and-manufacturers",arablocal.com | 520: Web server is returning an unknown error,,,,,,,Oman,,,,,,https://oman.arablocal.com/business/view/elegance-tower,,,,,
"apparel-wholesale-dealers,distributors-and-manufacturers",arablocal.com | 520: Web server is returning an unknown error,,,,,,,Oman,,,,,,https://oman.arablocal.com/business/view/dhank-birds-trade,,,,,
"apparel-wholesale-dealers,distributors-and-manufacturers",arablocal.com | 520: Web server is returning an unknown error,,,,,,,Oman,,,,,,https://oman.arablocal.com/business/view/manadhir-sini-llc,,,,,
cable,arablocal.com | 520: Web server is returning an unknown error,,,,,,,Oman,,,,,,https://oman.arablocal.com/business/view/oman-cables-industry-saog,,,,,
cable,Al Kiyumi Electric And Trading Co LLC,+968 24493284,,,info@alkiyumielectric.com,Area :,Sohar,Oman,Al Kiyumi Electric And Trading Co LLC,http://www.alkiyumielectric.com,,1966,,https://oman.arablocal.com/business/view/al-kiyumi-electric-and-trading-co-llc,,,,,
cable,arablocal.com | 520: Web server is returning an unknown error,,,,,,,Oman,,,,,,https://oman.arablocal.com/business/view/oman-fibre-optic-co-saog,,,,,
cable,arablocal.com | 520: Web server is returning an unknown error,,,,,,,Oman,,,,,,https://oman.arablocal.com/business/view/muscat-overseas-oilfield-supplies-co-llc,,,,,
cable,Golden International Est LLC,+968 24619100,,,giemktg@gioman.com,"4th Floor Ali Shaihani Complex Lift No. 3, Near Ghubra Round About -",Ruwi,Oman,Golden International Est LLC,,0,1486,,https://oman.arablocal.com/business/view/golden-international-est-llc,,,,,
cable,arablocal.com | 520: Web server is returning an unknown error,,,,,,,Oman,,,,,,https://oman.arablocal.com/business/view/dubai-privacy-cable-ltd-co,,,,,
cable,National Cables Factory Iic,+968 23281113,+968 99495454,,info@nationalcablefactory.com,Area :,Salalah,Oman,National Cables Factory Iic,,0,1449,,https://oman.arablocal.com/business/view/national-cables-factory-iic,,,,,
cable,arablocal.com | 520: Web server is returning an unknown error,,,,,,,Oman,,,,,,https://oman.arablocal.com/business/view/gulf-national-electrical-cables-est,,,,,
cable,arablocal.com | 520: Web server is returning an unknown error,,,,,,,Oman,,,,,,https://oman.arablocal.com/business/view/crown-emtec-services-l-l-c,,,,,
cable,arablocal.com | 520: Web server is returning an unknown error,,,,,,,Oman,,,,,,https://oman.arablocal.com/business/view/oman-fiber-optic-saog,,,,,
cable,Muscat International Telecommunications Co LLC,+968 24482335,,,,Al Khuwair -,Madinat Al Sultan Qaboos,Oman,Muscat International Telecommunications Co LLC,,0,1288,,https://oman.arablocal.com/business/view/muscat-international-telecommunications-co-llc,,,,,
cable,arablocal.com | 520: Web server is returning an unknown error,,,,,,,Oman,,,,,,https://oman.arablocal.com/business/view/al-faih-trade-llc,,,,,
chemicals,Scorpion Chemical Factory,+968 24791680,,,info@alhosnigroup.com,Behind sidar furniture Ruwi -,Hay Al Mina Jibroo,Oman,Scorpion Chemical Factory,http://www.alhosnigroup.com,0,3683,,https://oman.arablocal.com/business/view/scorpion-chemical-factory,,,,,
chemicals,arablocal.com | 520: Web server is returning an unknown error,,,,,,,Oman,,,,,,https://oman.arablocal.com/business/view/al-tamman-trading,,,,,
chemicals,Haima Oil And Gas LLC,+968 24613026,,,loay@hamae.net,Nr Al Shedi Hotel Al Gubra -,Al Harthy Complex,Oman,Haima Oil And Gas LLC,http://www.hamae.net,,2112,,https://oman.arablocal.com/business/view/haima-oil-and-gas-llc,,,,,
chemicals,arablocal.com | 520: Web server is returning an unknown error,,,,,,,Oman,,,,,,https://oman.arablocal.com/business/view/muscat-overseas-international-co-llc,,,,,
children-apparel,Modern Exchange Salalah Atin Rd,+968 23213614,,,help@modernexchange.com.om,"Atin Rd,Industrial Workshop Area",Salalah,Oman,"Modern Exchange is the leading Remittance and Money Exchange Co. in Oman. We were founded in 1993 and are regulated by the Central Bank of Oman. We became the part of Al Mulla Group (www.almullagroup.com), Kuwait after acquisition in 2011, and are led by the strong values of integrity, transparency and trust. In this short period of our operations, we have grown to a network of 37 Branches across Oman, and enjoy the trust and loyalty of more than 200,000 active customers. Throughout this peri...",http://www.modernexchange.com/omn/en_US/,,1578,,https://oman.arablocal.com/business/view/modern-exchange-salalah-atin-rd,https://www.facebook.com/modernexchangeoman/,https://www.instagram.com/modernexchangeoman/,,https://twitter.com/ModernExchangeO,https://www.youtube.com/channel/UC9Oro-xJNfsUGNZqC8EzgmQ
charity,Modern Exchange Jalan Bu Ali,+968 25553553,,,help@modernexchange.com.om,Souq Street,Jaalan Bani Bu Ali,Oman,"Modern Exchange is the leading Remittance and Money Exchange Co. in Oman. We were founded in 1993 and are regulated by the Central Bank of Oman. We became the part of Al Mulla Group (www.almullagroup.com), Kuwait after acquisition in 2011, and are led by the strong values of integrity, transparency and trust. In this short period of our operations, we have grown to a network of 37 Branches across Oman, and enjoy the trust and loyalty of more than 200,000 active customers. Throughout this peri...",http://www.modernexchange.com/omn/en_US/,,2024,,https://oman.arablocal.com/business/view/modern-exchange-jalan-bu-ali,https://www.facebook.com/modernexchangeoman/,https://www.instagram.com/modernexchangeoman/,,https://twitter.com/ModernExchangeO,https://www.youtube.com/channel/UC9Oro-xJNfsUGNZqC8EzgmQ
children-apparel,Modern Exchange Salalah An Nahdah,+968 98082715,,,help@modernexchange.com.om,An Nahdah Street,Al Nahda,Oman,"Modern Exchange is the leading Remittance and Money Exchange Co. in Oman. We were founded in 1993 and are regulated by the Central Bank of Oman. We became the part of Al Mulla Group (www.almullagroup.com), Kuwait after acquisition in 2011, and are led by the strong values of integrity, transparency and trust. In this short period of our operations, we have grown to a network of 37 Branches across Oman, and enjoy the trust and loyalty of more than 200,000 active customers. Throughout this peri...",http://www.modernexchange.com/omn/en_US/,,1485,,https://oman.arablocal.com/business/view/modern-exchange--salalah-an-nahdah,https://www.facebook.com/modernexchangeoman/,https://www.instagram.com/modernexchangeoman/,,https://twitter.com/ModernExchangeO,https://www.youtube.com/channel/UC9Oro-xJNfsUGNZqC8EzgmQ
charity,Modern Exchange Sur Souk Street,+968 25545217,,,help@modernexchange.com.om,Sur Souk Street,Sur,Oman,"Modern Exchange is the leading Remittance and Money Exchange Co. in Oman. We were founded in 1993 and are regulated by the Central Bank of Oman. We became the part of Al Mulla Group (www.almullagroup.com), Kuwait after acquisition in 2011, and are led by the strong values of integrity, transparency and trust. In this short period of our operations, we have grown to a network of 37 Branches across Oman, and enjoy the trust and loyalty of more than 200,000 active customers. Throughout this peri...",http://www.modernexchange.com/omn/en_US/,,2395,,https://oman.arablocal.com/business/view/modern-exchange-sur-souk-street,https://www.facebook.com/modernexchangeoman/,https://www.instagram.com/modernexchangeoman/,,https://twitter.com/ModernExchangeO,https://www.youtube.com/channel/UC9Oro-xJNfsUGNZqC8EzgmQ
chemicals,Rees Oil And Gas Services LLC,+968 24481448,+968 24480778,,resource@omantel.net.om,"Opp Zakher Mall, Al Kuleya St, Villa No 12 -",Al Khuwiar,Oman,Rees Oil And Gas Services LLC,http://www.reesoman.com.om,0,2001,,https://oman.arablocal.com/business/view/rees-oil-and-gas-services-llc,,,,,
children-apparel,Modern Exchange Nizwa,+968 25214030,,,help@modernexchange.com.om,"Street 31, Firq Roundabout",Nizwa,Oman,"Modern Exchange is the leading Remittance and Money Exchange Co. in Oman. We were founded in 1993 and are regulated by the Central Bank of Oman. We became the part of Al Mulla Group (www.almullagroup.com), Kuwait after acquisition in 2011, and are led by the strong values of integrity, transparency and trust. In this short period of our operations, we have grown to a network of 37 Branches across Oman, and enjoy the trust and loyalty of more than 200,000 active customers. Throughout this peri...",http://www.modernexchange.com/omn/en_US/,,1688,,https://oman.arablocal.com/business/view/modern-exchange-nizwa,https://www.facebook.com/modernexchangeoman/,https://www.instagram.com/modernexchangeoman/,,https://twitter.com/ModernExchangeO,https://www.youtube.com/channel/UC9Oro-xJNfsUGNZqC8EzgmQ
chemicals,Rima Carbonate Industries LLC,+968 24449189,+968 24449190,,info@rimacarbonate.com,Area :,Rusayl,Oman,Rima Carbonate Industries LLC,http://www.rimacarbonate.com,0,1926,,https://oman.arablocal.com/business/view/rima-carbonate-industries-llc,,,,,
chemicals,arablocal.com | 520: Web server is returning an unknown error,,,,,,,Oman,,,,,,https://oman.arablocal.com/business/view/sohar-ashapure-chemicals-llc,,,,,
chemicals,arablocal.com | 520: Web server is returning an unknown error,,,,,,,Oman,,,,,,https://oman.arablocal.com/business/view/marjana-trading-and-cont-est,,,,,
chemicals,Modern Salt Industries And Trading Co LLC,+968 24707211,,,mscsalt@omantel.net.om,Musandam Bldg Behind Bader -,Azaiba,Oman,Modern Salt Industries And Trading Co LLC,http://www.modernsaltoman.com,0,1636,,https://oman.arablocal.com/business/view/modern-salt-industries-and-trading-co-llc,,,,,
chemicals,arablocal.com | 520: Web server is returning an unknown error,,,,,,,Oman,,,,,,https://oman.arablocal.com/business/view/oman-chlorine-saog,,,,,
